text;success;reference;tags
six zero nine three zero one five four four one;False;U6 U0 U9 U3 U0 U1 U5 U4 U4 U1;6 0 9 3 0 1 5 4 4 1
five zero three four four two eight two one eight;False;U5 U0 U3 U4 U4 U2 U8 U2 U1 U8;5 0 3 4 4 2 8 2 1 8
four three zero two zero three five one six nine;False;U4 U3 U0 U2 U0 U3 U5 U1 U6 U9;4 3 0 2 0 3 5 1 6 9
two zero one nine zero four seven five nine three;False;U2 U0 U1 U9 U0 U4 U7 U5 U9 U3;2 0 1 9 0 4 7 5 9 3
five six two nine one eight one three four eight;False;U5 U6 U2 U9 U1 U8 U1 U3 U4 U8;5 6 2 9 1 8 1 3 4 8
four zero six seven three zero eight four zero zero;False;U4 U0 U6 U7 U3 U0 U8 U4 U0 U0;4 0 6 7 3 0 8 4 0 0
three four three four zero zero two seven eight five;False;U3 U4 U3 U4 U0 U0 U2 U7 U8 U5;3 4 3 4 0 0 2 7 8 5
four zero nine two five six one zero seven five;False;U4 U0 U9 U2 U5 U6 U1 U0 U7 U5;4 0 9 2 5 6 1 0 7 5
three zero one five four eight four five five six;False;U3 U0 U1 U5 U4 U8 U4 U5 U5 U6;3 0 1 5 4 8 4 5 5 6
eight four seven four seven one nine four eight two;False;U8 U4 U7 U4 U7 U1 U9 U4 U8 U2;8 4 7 4 7 1 9 4 8 2
three one zero nine five seven one eight two zero;False;U3 U1 U0 U9 U5 U7 U1 U8 U2 U0;3 1 0 9 5 7 1 8 2 0
five zero five three six seven eight two two eight;False;U5 U0 U5 U3 U6 U7 U8 U2 U2 U8;5 0 5 3 6 7 8 2 2 8
two six seven seven four five one nine three zero;False;U2 U6 U7 U7 U4 U5 U1 U9 U3 U0;2 6 7 7 4 5 1 9 3 0
six one six five two two four five eight five;False;U6 U1 U6 U5 U2 U2 U4 U5 U8 U5;6 1 6 5 2 2 4 5 8 5
six zero nine six three one nine five two five;False;U6 U0 U9 U6 U3 U1 U9 U5 U2 U5;6 0 9 6 3 1 9 5 2 5
eight zero two three one four four five six nine;False;U8 U0 U2 U3 U1 U4 U4 U5 U6 U9;8 0 2 3 1 4 4 5 6 9
seven zero two three six five eight nine four four;False;U7 U0 U2 U3 U6 U5 U8 U9 U4 U4;7 0 2 3 6 5 8 9 4 4
four zero five one two three six nine eight four;False;U4 U0 U5 U1 U2 U3 U6 U9 U8 U4;4 0 5 1 2 3 6 9 8 4
five one four seven eight nine six five three one;False;U5 U1 U4 U7 U8 U9 U6 U5 U3 U1;5 1 4 7 8 9 6 5 3 1
six zero two five four one two three six nine;False;U6 U0 U2 U5 U4 U1 U2 U3 U6 U9;6 0 2 5 4 1 2 3 6 9
six one five three two five eight nine six seven;False;U6 U1 U5 U3 U2 U5 U8 U9 U6 U7;6 1 5 3 2 5 8 9 6 7
nine eight zero three zero zero two nine eight four;False;U9 U8 U0 U3 U0 U0 U2 U9 U8 U4;9 8 0 3 0 0 2 9 8 4
five one five four six eight nine two zero zero;False;U5 U1 U5 U4 U6 U8 U9 U2 U0 U0;5 1 5 4 6 8 9 2 0 0
two one five six nine eight seven four six two;False;U2 U1 U5 U6 U9 U8 U7 U4 U6 U2;2 1 5 6 9 8 7 4 6 2
two one five six nine eight four five six three;False;U2 U1 U5 U6 U9 U8 U4 U5 U6 U3;2 1 5 6 9 8 4 5 6 3
three zero two five four eight seven nine six three;False;U3 U0 U2 U5 U4 U8 U7 U9 U6 U3;3 0 2 5 4 8 7 9 6 3
seven three two six five eight nine four one zero;False;U7 U3 U2 U6 U5 U8 U9 U4 U1 U0;7 3 2 6 5 8 9 4 1 0
nine zero eight six five four one two three six;False;U9 U0 U8 U6 U5 U4 U1 U2 U3 U6;9 0 8 6 5 4 1 2 3 6
nine zero eight four five nine six three two five;False;U9 U0 U8 U4 U5 U9 U6 U3 U2 U5;9 0 8 4 5 9 6 3 2 5
eight six two one four five zero three six nine;False;U8 U6 U2 U1 U4 U5 U0 U3 U6 U9;8 6 2 1 4 5 0 3 6 9
two zero one five six nine eight seven four six;False;U2 U0 U1 U5 U6 U9 U8 U7 U4 U6;2 0 1 5 6 9 8 7 4 6
two zero one five six nine seven eight six three;False;U2 U0 U1 U5 U6 U9 U7 U8 U6 U3;2 0 1 5 6 9 7 8 6 3
nine seven three six five eight nine seven four five;False;U9 U7 U3 U6 U5 U8 U9 U7 U4 U5;9 7 3 6 5 8 9 7 4 5
nine seven three six three one nine eight six five;False;U9 U7 U3 U6 U3 U1 U9 U8 U6 U5;9 7 3 6 3 1 9 8 6 5
